OPUS ID,Instrument Name,Planet,Intended Target Name(s),Observation Start Time (YMDhms),Observation Duration (secs)
vg-iss-2-u-c2684313,Voyager ISS,Uranus,Titania,1986-01-24T14:16:43.080,1.92
vg-iss-2-u-c2684315,Voyager ISS,Uranus,Titania,1986-01-24T14:18:17.160,3.84
