OPUS ID,Instrument Name,Planet,Intended Target Name(s),Observation Start Time (YMDhms),Observation Duration (secs)
vg-iss-2-u-c2684409,Voyager ISS,Uranus,Miranda,1986-01-24T15:01:30.120,2.88
vg-iss-2-u-c2684411,Voyager ISS,Uranus,Miranda,1986-01-24T15:03:06.120,2.88
vg-iss-2-u-c2684413,Voyager ISS,Uranus,Miranda,1986-01-24T15:04:42.120,2.88
vg-iss-2-u-c2684415,Voyager ISS,Uranus,Miranda,1986-01-24T15:06:05.640,15.36
