OPUS ID,Instrument Name,Planet,Intended Target Name(s),Observation Start Time (YMDhms),Observation Duration (secs)
vg-iss-2-u-c2684004,Voyager ISS,Uranus,Umbriel,1986-01-24T11:45:31.080,1.92
vg-iss-2-u-c2684006,Voyager ISS,Uranus,Umbriel,1986-01-24T11:47:05.160,3.84
